Normalized_Title,year,title,numVotes,Rating,ratingBechtest,id,imdbid,Wiki_ID,Freebase_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres
girlfriends,1978,Girlfriends,3222,7.2,3,3048,0077613,14144221,/m/03cvz9g,Girlfriends,1978-08,,86.0,['English Language'],['United States of America'],"['Drama', 'Comedy-drama', 'Indie']"
girlhappy,1965,Girl Happy,3051,6.3,3,10815,0059224,1765701,/m/05v559,Girl Happy,1965-04-07,,96.0,['English Language'],['United States of America'],"['Romantic comedy', 'Musical comedy', 'Musical', 'Comedy', 'Beach Film', 'Romance Film']"
girlinprogress,2012,Girl in Progress,7063,5.6,3,4276,1817676,34382439,/m/0jsh72x,Girl in Progress,2012,2609412.0,,[],[],"['Drama', 'Comedy']"
girls!girls!girls!,1962,Girls! Girls! Girls!,3702,5.6,2,10794,0056023,1754987,/m/05td37,Girls! Girls! Girls!,1962-11-21,,98.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Musical', 'Comedy']"
girlshy,1924,Girl Shy,3747,7.7,0,2016,0014945,3371111,/m/0983w1,Girl Shy,1924-04-19,1550000.0,80.0,"['Silent film', 'English Language']",['United States of America'],"['Romantic comedy', 'Silent film', 'Indie', 'Chase Movie', 'Black-and-white', 'Comedy', 'Romance Film']"
girlsjustwanttohavefun,1985,Girls Just Want to Have Fun,13318,6.0,3,752,0089208,2159835,/m/06r7r1,Girls Just Want to Have Fun,1985-04-12,6326051.0,90.0,['English Language'],['United States of America'],"['Musical', 'Indie', 'Teen', 'Comedy']"
girlstown,1996,Girls Town,818,6.400000000000001,3,977,0116418,10508900,/m/02qg790,Girls Town,1996-01-20,,90.0,['English Language'],['United States of America'],"['Drama', 'Comedy', 'Indie']"
girlswillbegirls,2003,Girls Will Be Girls,1653,7.0,3,1514,0339071,2751845,/m/080rsw,Girls Will Be Girls,2003,,80.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Parody', 'Comedy']"
girlvs.monster,2012,Girl Vs. Monster,3919,5.3,3,3904,2326087,35629358,/m/0jkw77p,Girl vs. Monster,2012-10,,,['English Language'],"['United States of America', 'Canada']","['Science Fiction', 'Comedy film']"
girlwalksintoabar,2011,Girl Walks Into a Bar,5189,5.6,3,5568,1682246,27995999,/m/0ch1_pm,Girl Walks into a Bar,2011-03-07,,80.0,['English Language'],['United States of America'],"['Drama', 'Fantasy', 'Comedy']"
girlwithapearlearring,2003,Girl with a Pearl Earring,83469,6.8999999999999995,3,2957,0335119,5959715,/m/0fgpvf,Girl with a Pearl Earring,2003-08-31,31466789.0,100.0,['English Language'],"['Luxembourg', 'United Kingdom']","['Biography', 'Costume drama', 'Biopic [feature]', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']"
gladiator,2000,Gladiator,1669463,8.499961844018108,0,1163,0172495,3616797,/m/09q5w2,Gladiator,2000-05-01,457640427.0,155.0,['English Language'],"['United States of America', 'United Kingdom']","['Tragedy', 'Adventure', 'Costume drama', 'Epic', 'Drama', 'War film', 'Action', 'Movies About Gladiators', 'Historical drama']"
gladiatress,2004,Gladiatress,1488,4.2,3,4083,0339072,22877388,/m/063zfjm,Gladiatress,2004,,89.0,['English Language'],['United Kingdom'],"['Parody', 'Sword and Sandal', 'Action', 'Comedy']"
glengarryglenross,1992,Glengarry Glen Ross,118981,7.7,0,450,0104348,2000074,/m/06d0fg,Glengarry Glen Ross,1992-09,10725228.0,100.0,['English Language'],['United States of America'],"['Ensemble Film', 'Drama', 'Indie', 'Film adaptation']"
glitter,2001,Glitter,24196,2.4,3,6785,0118589,1015585,/m/03zf34,Glitter,2001-09-21,5271666.0,104.0,['English Language'],['United States of America'],"['Romantic drama', 'Musical', 'Drama', 'Romance Film']"
glory,1989,Glory,146829,7.800038139604574,0,6975,0097441,509676,/m/02jxbw,Glory,1989,26828365.0,124.0,['English Language'],['United States of America'],"['Costume drama', 'Epic', 'Period piece', 'Drama', 'War film', 'Action', 'Political drama']"
gloryroad,2006,Glory Road,49424,7.2,3,7977,0385726,2004939,/m/06ddkj,Glory Road,2006-01-13,42938449.0,118.0,['English Language'],['United States of America'],"['Sports', 'Period piece', 'Drama', 'Docudrama']"
go,2001,Go,3065,7.4,2,3586,0299937,1091625,/m/04580c,Go,2001,,122.0,"['Japanese Language', 'Korean Language']","['Japan', 'Korea']","['Japanese Movies', 'Drama']"
godzilla,1998,Godzilla,206461,5.4,3,2238,0120685,1190931,/m/04fzfj,Godzilla,1998-05-18,379014294.0,126.0,"['French Language', 'Japanese Language', 'Russian Language', 'English Language', 'Spanish Language']","['United States of America', 'Japan']","['Thriller', 'Science Fiction', 'Horror', 'Remake', 'Monster', 'Disaster', 'Japanese Movies', 'Action']"
gofish,1994,Go Fish,2392,5.7,3,1788,0109913,6721185,/m/0gkjmf,Go Fish,1994-02,2408311.0,83.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Indie', 'Black-and-white', 'Drama', 'Comedy', 'Romance Film']"
goforit,1983,Go for It,43,6.1000000000000005,0,4585,0085601,22906962,/m/063y938,Go for It,1983,,107.0,['Italian Language'],"['United States of America', 'Italy']","['Comedy film', 'Action', 'Adventure']"
goingpostal,2010,Going Postal,9944,7.601689460981496,1,6453,1219817,16408176,/m/03y0drm,Going Postal,2010,,185.0,[],['United Kingdom'],"['Fantasy', 'Comedy']"
goingthedistance,2010,Going the Distance,60240,6.3,3,1607,1322312,24162843,/m/07kj851,Going the Distance,2010-08-27,42045846.0,102.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romantic drama', 'Romance Film', 'Drama', 'Comedy']"
golddiggers:thesecretofbearmountain,1995,Gold Diggers: The Secret of Bear Mountain,5099,6.0,3,1433,0113188,10037860,/m/02p_pqh,Gold Diggers: The Secret of Bear Mountain,1995-11-03,6029091.0,94.0,['English Language'],"['United States of America', 'Canada']","['Drama', 'Adventure', 'Family-Oriented Adventure', ""Children's/Family""]"
golddiggersof1933,1933,Gold Diggers of 1933,9339,7.7,3,5916,0024069,2810604,/m/0845l5,Gold Diggers of 1933,1933,,96.0,['English Language'],['United States of America'],"['Musical', 'Pre-Code', 'Comedy of Errors', 'Black-and-white', 'Musical comedy']"
goldeneye,1995,GoldenEye,273806,7.2,3,6251,0113189,268833,/m/01npcx,GoldenEye,1995-11-13,356400000.0,130.0,"['Russian Language', 'English Language', 'Spanish Language']","['United States of America', 'United Kingdom']","['Thriller', 'Action Thrillers', 'Adventure', 'Action/Adventure', 'Glamorized Spy Film', 'Action', 'Spy']"
goldfinger,1964,Goldfinger,205859,7.7,1,3807,0058150,6322029,/m/01kf5lf,Goldfinger,1964-09-17,124900000.0,111.0,"['Chinese language', 'English Language', 'Spanish Language']",['United Kingdom'],"['Action/Adventure', 'Thriller', 'Glamorized Spy Film', 'Action', 'Crime Fiction']"
gomorra,2008,Gomorra,51721,7.0,1,233,0929425,17578316,/m/046660h,Gomorra,2008-05-16,34834540.0,137.0,"['Napoletano-Calabrese Language', 'French Language', 'Italian Language', 'Standard Mandarin']",['Italy'],"['Crime Fiction', 'Thriller', 'Art film', 'World cinema', 'Drama', 'Crime Thriller']"
gone,2007,Gone,58,7.577586206896552,3,3494,0482374,16725177,/m/04048_4,Gone,2007,,88.0,['English Language'],"['Australia', 'New Zealand', 'United Kingdom']","['Thriller', 'World cinema', 'Psychological thriller', 'Drama', 'Suspense', 'Crime Thriller']"
gone,2012,Gone,47576,5.935906759710779,3,3071,1838544,32556787,/m/0gw8ngw,Gone,2012-02-24,18100189.0,95.0,['English Language'],['United States of America'],['Thriller']
gonebabygone,2007,Gone Baby Gone,297856,7.6,3,2371,0452623,5565988,/m/0dsvzh,Gone Baby Gone,2007-09-05,34209788.0,114.0,['English Language'],['United States of America'],"['Thriller', 'Detective fiction', 'Detective', 'Psychological thriller', 'Mystery', 'Drama', 'Film adaptation', 'Crime Thriller']"
goneinsixtyseconds,2000,Gone in Sixty Seconds,299165,6.5,1,2917,0187078,883432,/m/03ljpk,Gone in Sixty Seconds,2000,237202298.0,117.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Heist', 'Action/Adventure', 'Crime Thriller', 'Action']"
gonewiththewind,1939,Gone with the Wind,339453,8.2,3,291,0031381,2804704,/m/083skw,Gone with the Wind,1939-12-15,400000000.0,234.0,['English Language'],['United States of America'],"['Film adaptation', 'Costume drama', 'Roadshow theatrical release', 'Epic', 'Period piece', 'Drama', 'War film', 'Romantic drama', 'Romance Film']"
goodburger,1997,Good Burger,34277,5.8,1,1159,0119215,230536,/m/01hjwf,Good Burger,1997-07-25,23712993.0,95.0,['English Language'],['United States of America'],"['Buddy film', 'Stop motion', 'Screwball comedy', 'Comedy', 'Family Film', 'Teen']"
"goodbye,mr.chips",1939,"Goodbye, Mr. Chips",11741,7.9,2,1245,0031385,1126798,/m/048kb8,"Goodbye, Mr. Chips",1939-03-15,3252000.0,114.0,['English Language'],['United Kingdom'],"['Drama', 'Black-and-white']"
goodbyesolo,2008,Goodbye Solo,6177,7.3,1,2203,1095442,20015755,/m/04nl__z,Goodbye Solo,2008-08-31,826763.0,91.0,"['French Language', 'Wolof Language', 'English Language', 'Spanish Language']",['United States of America'],"['Drama', 'Indie']"
goodfellas,1990,Goodfellas,1287647,8.7,3,2211,0099685,64394,/m/0h6r5,Goodfellas,1990-09-12,46836394.0,146.0,"['Italian Language', 'English Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Gangster Film', 'Crime Drama', 'Drama', 'Film adaptation', 'Biographical film']"
"goodmorning,vietnam",1987,"Good Morning, Vietnam",157138,7.3,1,134,0093105,168593,/m/016kxf,"Good Morning, Vietnam",1987-12-23,123922370.0,121.0,['English Language'],['United States of America'],"['Comedy-drama', 'Comedy', 'War film']"
goodnews,1947,Good News,2852,6.7,2,1679,0039431,11002380,/m/02qxsz9,Good News,1947-12-04,,93.0,['English Language'],['United States of America'],"['Musical', 'Comedy']"
"goodnight,andgoodluck.",2005,"Good Night, and Good Luck.",102057,7.4,1,420,0433383,2663129,/m/07w8fz,"Good Night, and Good Luck.",2005-09-01,54641191.0,93.0,['English Language'],"['United States of America', 'France', 'Japan', 'United Kingdom']","['Biography', 'Japanese Movies', 'History', 'Docudrama', 'Period piece', 'Drama', 'Political drama', 'Historical drama']"
goodwillhunting,1997,Good Will Hunting,1100069,8.3,0,623,0119217,142456,/m/011ypx,Good Will Hunting,1997-12-02,225933435.0,126.0,['English Language'],['United States of America'],"['Drama', 'Romantic drama', 'Romance Film', 'Coming of age', 'Indie']"
goon,2011,Goon,91644,6.8,0,8843,1456635,33720652,/m/0hhrs0v,Goon,2011-09-10,6423094.0,92.0,"['English Language', 'American English']","['United States of America', 'Canada']","['Sports', 'Comedy']"
gosfordpark,2001,Gosford Park,95778,7.2,3,1106,0280707,142476,/m/011ywj,Gosford Park,2001,87754044.0,137.0,['English Language'],"['United States of America', 'Italy', 'United Kingdom']","['Thriller', 'Ensemble Film', 'LGBT', 'Comedy of manners', 'Comedy-drama', 'Mystery', 'Period piece', 'Drama', 'Comedy', 'Crime Fiction', 'Crime Thriller', 'Whodunit']"
gothika,2003,Gothika,120763,5.8,3,5360,0348836,793025,/m/03cj29,Gothika,2003-11-13,141591324.0,98.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Supernatural', 'Psychological thriller', 'Mystery', 'Crime Thriller']"
gowest,1925,Go West,5133,7.099999999999999,0,1978,0015863,9021073,/m/027tr_7,Go West,1925-11-01,,87.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Indie', 'Black-and-white', 'Western', 'Drama', 'Comedy']"
graceofmyheart,1996,Grace of My Heart,4131,6.7,3,2208,0116442,6004372,/m/0fk60h,Grace of My Heart,1996-09-08,617632.0,116.0,['English Language'],['United States of America'],"['Film \\u00e0 clef', 'Period piece', 'Musical', 'Drama', 'Comedy', 'Feminist Film', 'Musical Drama', 'Indie']"
gracie,2007,Gracie,4357,6.1,3,5461,0441007,10444955,/m/02qdc8y,Gracie,2007-06-01,3826568.0,95.0,['English Language'],['United States of America'],"['Sports', 'Coming of age', 'Period piece', 'Drama', 'Teen']"
grandhotel,1932,Grand Hotel,21221,7.299670138070779,3,1328,0022958,44752,/m/0c5wn,Grand Hotel,1932-04-12,2250000.0,112.0,['English Language'],['United States of America'],"['Crime Fiction', 'Ensemble Film', 'Melodrama', 'Black-and-white', 'Pre-Code', 'Drama', 'Romantic drama']"
grandmathreadingherneedle,1900,Grandma Threading Her Needle,33,5.0,0,5069,0377995,20951689,/m/05b3l70,Grandma Threading Her Needle,1900,,1.0,"['Silent film', 'English Language']",['United Kingdom'],"['Short Film', 'Silent film']"
grantorino,2008,Gran Torino,826023,8.1,2,502,1205489,17016725,/m/04q01mn,Gran Torino,2008-12-09,269958228.0,120.0,"['Hmong language', 'English Language']","['United States of America', 'Germany']","['Tragedy', 'Drama', 'Indie']"
graveencounters,2011,Grave Encounters,66068,6.1,0,5828,1703199,32435797,/m/0gyx615,Grave Encounters,2011-04-22,5408334.0,92.0,['English Language'],['Canada'],['Horror']
gravity,2013,Gravity,872297,7.699980625864814,0,4655,1454468,30294906,/m/0g5rm7s,Gravity,2013,,,"['English Language', 'Spanish Language']",['United States of America'],"['Thriller', 'Science Fiction']"
grayladydown,1978,Gray Lady Down,3638,6.2,2,8701,0077629,2475962,/m/07gns9,Gray Lady Down,1978-04,,111.0,['English Language'],['United States of America'],"['Action/Adventure', 'Disaster', 'Action', 'Adventure']"
grbavica,2006,Grbavica,6968,7.2,3,6038,0464029,4121843,/m/0bk7kq,Grbavica,2006,,90.0,"['Bosnian language', 'Spanish Language', 'Serbo-Croatian', 'Serbian language']","['Austria', 'Croatia', 'Bosnia and Herzegovina', 'Germany']","['Art film', 'World cinema', 'Family Drama', 'Drama', 'War film', 'Coming of age']"
grease,1978,Grease,307417,7.199999999999999,3,753,0077631,336846,/m/01xlqd,Grease,1978-06-16,394589888.0,225.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Musical', 'Comedy', 'Romance Film', 'Teen']"
grease2,1982,Grease 2,39209,4.6,3,3034,0084021,289253,/m/01qd2t,Grease 2,1982-06-11,15171476.0,115.0,['English Language'],['United States of America'],"['Romantic comedy', 'Musical', 'Drama', 'Comedy', 'Romance Film', 'Teen']"
greatexpectations,1946,Great Expectations,26869,7.799999999999999,2,9182,0038574,2257358,/m/06zs6z,Great Expectations,1946,,113.0,['English Language'],['United Kingdom'],"['Costume drama', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']"
greatexpectations,1998,Great Expectations,57652,6.799157011031707,1,7635,0119223,9022958,/m/027tvnh,Great Expectations,1998-01-30,55494066.0,100.0,"['French Language', 'English Language']",['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Film adaptation']"
greed,1924,Greed,11024,8.0,3,8458,0015881,73930,/m/0jsjm,Greed,1924,274827.0,246.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Drama', 'Black-and-white']"
greenberg,2010,Greenberg,39656,6.1,1,872,1234654,25187050,/m/09lycqx,Greenberg,2010-02-14,6153967.0,108.0,['English Language'],['United States of America'],"['Indie', 'Slice of life story', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film']"
greenlantern,2011,Green Lantern,299791,5.5,1,2411,1133985,14119255,/m/0bh8yn3,Green Lantern,2011-06-14,219851172.0,113.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Adventure', 'Action/Adventure', 'Fantasy', 'Action']"
greenzone,2010,Green Zone,143984,6.8,0,704,0947810,15365850,/m/02x3y41,Green Zone,2010-02-26,94882549.0,115.0,"['Arabic Language', 'English Language']","['United States of America', 'Spain', 'United Kingdom', 'France']","['Thriller', 'Action/Adventure', 'Action', 'Drama', 'War film']"
greetingsfromtimbuckley,2012,Greetings from Tim Buckley,1802,6.0,2,7155,1823125,34382130,/m/0gy31v8,Greetings from Tim Buckley,2012,,,[],['United States of America'],['Drama']
gremlins,1984,Gremlins,254037,7.299815774867441,1,406,0087363,382387,/m/021s41,Gremlins,1984-06-08,153083102.0,106.0,"['English Language', 'Spanish Language']",['United States of America'],"['Horror', 'Creature Film', 'Cult', 'Fantasy', 'Comedy', 'Black comedy', 'Horror Comedy']"
gremlins2:thenewbatch,1990,Gremlins 2: The New Batch,115073,6.400556168692917,2,9923,0099700,1323106,/m/04sr1h,Gremlins 2: The New Batch,1990-06-15,41482207.0,106.0,['English Language'],['United States of America'],"['Parody', 'Horror', 'Creature Film', 'Cult', 'Comedy', 'Black comedy', 'Horror Comedy']"
greygardens,1975,Grey Gardens,15725,7.5,3,564,0073076,1440137,/m/051rgr,Grey Gardens,1975,,94.0,['English Language'],['United States of America'],['Documentary']
greygardens,2009,Grey Gardens,11416,7.4,3,377,0758751,20700852,/m/064r97z,Grey Gardens,2009-04-18,,103.0,['English Language'],['United States of America'],"['Period piece', 'Drama', 'Biographical film', 'Television movie']"
grizzlypark,2008,Grizzly Park,2554,4.0,3,4812,0915460,12138831,/m/02vr39t,Grizzly Park,2008-02-08,,100.0,['English Language'],['United States of America'],"['Natural horror films', 'Horror', 'Slasher']"
grossepointeblank,1997,Grosse Pointe Blank,101214,7.3,3,1000,0119229,1533664,/m/058q46,Grosse Pointe Blank,1997-04-11,28084357.0,107.0,['English Language'],['United States of America'],"['Romantic comedy', 'Crime Fiction', 'Comedy Thriller', 'Thriller', 'Comedy', 'Black comedy', 'Romance Film']"
groundhogday,1993,Groundhog Day,698722,8.0,2,114,0107048,142327,/m/011x_4,Groundhog Day,1993-02-12,70906973.0,101.0,"['French Language', 'Italian Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Drama', 'Comedy', 'Fantasy', 'Time travel', 'Fantasy Comedy', 'Romantic fantasy', 'Romance Film']"
grownups,2010,Grown Ups,285857,6.0,3,980,1375670,22933412,/m/0640m69,Grown Ups,2010-06-24,271430189.0,102.0,['English Language'],['United States of America'],"['Buddy film', 'Comedy', 'Slapstick']"
grumpieroldmen,1995,Grumpier Old Men,30120,6.7,3,10697,0113228,1934035,/m/0676dr,Grumpier Old Men,1995-12-22,71518503.0,101.0,"['Italian Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Buddy film', 'Comedy']"
grumpyoldmen,1993,Grumpy Old Men,54524,7.0,1,10696,0107050,1934018,/m/0676by,Grumpy Old Men,1993-12-25,,104.0,['English Language'],['United States of America'],"['Romantic comedy', 'Buddy film', 'Drama', 'Comedy', 'Romance Film', 'Slapstick']"
guadalcanaldiary,1943,Guadalcanal Diary,2307,6.6,0,1988,0035957,1763834,/m/05v101,Guadalcanal Diary,1943,,93.0,['English Language'],['United States of America'],"['Action/Adventure', 'Combat Films', 'Action', 'Black-and-white', 'War film']"
guiltyassin,1993,Guilty as Sin,5993,5.7,2,10205,0107057,664006,/m/030xw6,Guilty as Sin,1993-06-04,22886222.0,107.0,[],['United States of America'],"['Thriller', 'Erotic thriller', 'Psychological thriller', 'Crime Thriller', 'Courtroom Drama']"
gummo,1997,Gummo,39172,6.6,3,8800,0119237,1176717,/m/04dp5j,Gummo,1997-08-29,16799.0,95.0,['English Language'],['United States of America'],"['Ensemble Film', 'Indie', 'Experimental film', 'Drama', 'Teen', 'Avant-garde']"
gunfighters,1947,Gunfighters,953,6.3,2,3112,0039441,33509132,/m/0h98t2w,Gunfighters,1947,,87.0,[],['United States of America'],"['Western', 'Action', 'Drama', 'Romance Film']"
gungadin,1939,Gunga Din,13033,7.2,0,10848,0031398,6504325,/m/0g7xmq,Gunga Din,1939-01-24,2807000.0,96.0,['English Language'],['United States of America'],"['Adventure', 'British Empire Film', 'Epic', 'Black-and-white', 'Action/Adventure', 'Drama', 'War film', 'Action', 'Cavalry Film']"
gunless,2010,Gunless,4068,6.4,2,1930,1376195,25121615,/m/09gn1lh,Gunless,2010-04-30,,89.0,['English Language'],['Canada'],"['Comedy Western', 'Action/Adventure', 'Western', 'Drama', 'Comedy', 'Action']"
gunslinger,1956,Gunslinger,1842,3.8,3,2647,0049287,11361026,/m/02r8zlc,Gunslinger,1956,,83.0,['English Language'],['United States of America'],"['Western', 'Action']"
guysanddolls,1955,Guys and Dolls,19756,7.1000000000000005,3,2115,0048140,6733074,/m/0gl3hr,Guys and Dolls,1955,20000000.0,149.0,['English Language'],['United States of America'],"['Romance Film', 'Musical', 'Gangster Film', 'Comedy', 'Musical comedy']"
gypsy,1962,Gypsy,7139,7.099999999999999,3,3079,0056048,6665962,/m/0ggm6f,Gypsy,1962,,143.0,['English Language'],['United States of America'],"['Comedy-drama', 'Musical', 'Drama', 'Biographical film', 'Comedy']"
gypsy,1993,Gypsy,2227,7.2,3,3715,0107065,25298252,/m/097pj24,Gypsy,1993-12-12,,102.0,['English Language'],['United States of America'],"['Musical', 'Biography', 'Drama', 'Period piece', 'Television movie']"
gypsy83,2001,Gypsy 83,1835,6.8,3,4446,0251110,5848001,/m/0f8vt9,Gypsy 83,2001,29367.0,95.0,['English Language'],['United States of America'],"['LGBT', 'Indie', 'Road movie', 'Comedy-drama', 'Coming of age', 'Comedy', 'Drama', 'Black comedy']"
hackers,1995,Hackers,76854,6.2,2,97,0113243,264176,/m/01n4z6,Hackers,1995-09-15,7563728.0,105.0,"['Japanese Language', 'Italian Language', 'English Language', 'Russian Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Cult', 'Action/Adventure', 'Drama', 'Comedy', 'Crime Thriller', 'Action', 'Teen', 'Suspense']"
hailtheconqueringhero,1944,Hail the Conquering Hero,5290,7.6,2,1683,0036891,3533153,/m/09jy5h,Hail the Conquering Hero,1944-08-09,,101.0,['English Language'],['United States of America'],"['Comedy of Errors', 'Screwball comedy', 'Satire', 'Comedy', 'Black-and-white']"
hair,1979,Hair,41709,7.5,3,7636,0079261,747689,/m/037_84,Hair,1979-03-14,15284643.0,121.0,['English Language'],"['United States of America', 'Germany']","['LGBT', 'Anti-war', 'Period piece', 'Cult', 'Musical', 'Drama', 'Comedy', 'War film']"
hairspray,1988,Hairspray,23868,7.0,3,2462,0095270,1613987,/m/05gqsy,Hairspray,1988-02-26,8271108.0,92.0,['English Language'],['United States of America'],"['Cult', 'Musical', 'Comedy', 'Teen']"
hairspray,2007,Hairspray,140374,6.7,3,188,0427327,4265347,/m/0bt3j9,Hairspray,2007-07-13,202548575.0,115.0,['English Language'],"['United States of America', 'United Kingdom']","['LGBT', 'Parody', 'Comedy film', 'Cult', 'Musical', 'Romance Film']"
halfbaked,1998,Half Baked,68735,6.6,1,11344,0120693,677929,/m/03259y,Half Baked,1998-01-16,17460020.0,82.0,['English Language'],['United States of America'],"['Crime Fiction', 'Cult', 'Stoner film', 'Comedy']"
halflight,2006,Half Light,14720,6.0,3,4424,0412798,2465336,/m/07fzlt,Half Light,2006,,105.0,['English Language'],"['United Kingdom', 'Germany']","['Thriller', 'Supernatural']"
halfnelson,2006,Half Nelson,93013,7.1,3,2359,0468489,5348143,/m/0dgrqg,Half Nelson,2006-01-23,4660481.0,106.0,['English Language'],['United States of America'],"['Drama', 'Social problem film']"
halloween,1978,Halloween,317119,7.700000000000001,3,2815,0077651,20179415,/m/0m3gy,Halloween,1978-10-25,70000000.0,91.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Indie', 'Cult', 'Slasher', 'Teen']"
halloween,2007,Halloween,133687,6.00481423025425,3,3655,0373883,3623103,/m/09qljs,Halloween,2007-08-31,80249467.0,83.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher']"
halloweenh20:20yearslater,1998,Halloween H20: 20 Years Later,84149,5.8,3,4709,0120694,957928,/m/03tb_8,Halloween H20: 20 Years Later,1998-08-05,55041738.0,86.0,['English Language'],['United States of America'],"['Cult', 'Drama', 'Horror', 'Slasher', 'Teen']"
halloweenii,1981,Halloween II,105130,6.5,3,4708,0082495,2002104,/m/06d5sb,Halloween II,1981-10-30,25533818.0,90.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen']"
halloweentown,1998,Halloweentown,22580,6.5,3,8682,0173886,17002077,/m/047gpyn,Halloweentown,1998-10-17,,84.0,['English Language'],['United States of America'],"[""Children's Fantasy"", ""Children's/Family""]"
hallpass,2011,Hall Pass,132323,5.9,2,2944,0480687,26554437,/m/0bh6zg4,Hall Pass,2011-02-24,83160734.0,109.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']"
hamlet,1948,Hamlet,18757,7.599999999999999,1,1232,0040416,80530,/m/0kt_4,Hamlet,1948,,153.0,['English Language'],['United Kingdom'],"['Tragedy', 'Costume drama', 'Roadshow theatrical release', 'Black-and-white', 'Drama', 'Film adaptation']"
hamlet,1996,Hamlet,40539,7.699999999999999,1,1233,0116477,101398,/m/0prh7,Hamlet,1996-12-25,4708156.0,238.0,['English Language'],"['United States of America', 'United Kingdom']","['Costume drama', 'Period piece', 'Drama', 'Film adaptation']"
hamlet2,2008,Hamlet 2,17440,6.3,3,2274,1104733,15400276,/m/03m741n,Hamlet 2,2008-08-27,4925288.0,92.0,"['English Language', 'Spanish Language']",['United States of America'],"['Parody', 'Musical', 'Musical comedy', 'Comedy', 'Indie']"
hancock,2008,Hancock,520212,6.399997308789494,0,61,0448157,20926377,/m/02vrgnr,Hancock,2008-07-02,624386746.0,102.0,"['Japanese Language', 'English Language']",['United States of America'],"['Crime Fiction', 'Science Fiction', 'Superhero movie', 'Action Comedy', 'Superhero', 'Fantasy', 'Comedy', 'Action']"
hangingup,2000,Hanging Up,13299,4.9,3,6512,0162983,1942317,/m/067tcz,Hanging Up,2000-02-18,51880044.0,95.0,['English Language'],"['United States of America', 'Germany']","['Drama', 'Family Drama', 'Comedy-drama', 'Domestic Comedy', 'Comedy']"
hanna,2011,Hanna,208647,6.700000000000001,3,2179,0993842,28370997,/m/0crj7yz,Hanna,2011-04-07,63782078.0,111.0,"['Arabic Language', 'Italian Language', 'Spanish Language', 'French Language', 'English Language', 'German Language']","['United States of America', 'United Kingdom', 'Germany']","['Thriller', 'Crime Fiction', 'Adventure', 'Action/Adventure', 'Mystery', 'Crime Thriller', 'Action']"
hannahandhersisters,1986,Hannah and Her Sisters,77840,7.8,3,1017,0091167,113464,/m/0sxns,Hannah and Her Sisters,1986,59000000.0,106.0,['English Language'],['United States of America'],"['Romantic comedy', 'Ensemble Film', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
hannahfree,2009,Hannah Free,418,6.5,3,1574,1315214,25053516,/m/09gl705,Hannah Free,2009,,86.0,['English Language'],['United States of America'],"['LGBT', 'Romance Film', 'Drama']"
hannahmontana:themovie,2009,Hannah Montana: The Movie,46585,4.700837179349576,2,10305,1114677,12758034,/m/02x3lt7,Hannah Montana: The Movie,2009-04-08,155545279.0,102.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Musical comedy', 'Musical', 'Drama', 'Comedy', 'Romance Film', 'Family Film', 'Teen']"
hannibal,2001,Hannibal,299106,6.8,3,4210,0212985,623452,/m/02xs6_,Hannibal,2001-02-09,351692268.0,132.0,"['Japanese Language', 'Italian Language', 'English Language']","['United States of America', 'United Kingdom']","['Thriller', 'Horror', 'Psychological thriller', 'Action/Adventure', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller', 'Action']"
hannibalrising,2007,Hannibal Rising,117556,6.1,1,4209,0367959,1976777,/m/06bc59,Hannibal Rising,2007-02-07,82169884.0,131.0,"['Russian Language', 'German Language', 'English Language']","['France', 'Italy', 'Czech Republic', 'United Kingdom']","['Thriller', 'Horror', 'War film', 'Psychological thriller', 'Cult', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller', 'Slasher']"
